"Nr. crt.","Regiune","Județ","Legislație/Mecanism finanțare","Autoritatea finanțatoare","Local/ central","Domeniu","An","Lista ONG","Suma","Contact ONG-WEBSITE","","{=INDEX(Autoritatea finanțatoare,MATCH(0,COUNTIF($D$4:D4,list),0))}"
"10195","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","PROHIA ROMÂNĂ UNITĂ CU ROMA GRECO CATOLICĂ BOCSȘA","2,000","","",""
"10196","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Greco Catolică Șimleu","2,000","","",""
"10197","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Almașu","2,000","","",""
"10198","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Benesat","8,000","","",""
"10199","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Brebi","2,000","","",""
"10200","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Chilioara","2,000","","",""
"10201","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Ciumarna","2,000","","",""
"10202","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Creaca","4,000","","",""
"10203","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Hereclean","2,000","","",""
"10204","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Luminiș","16,000","","",""
"10205","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Măieriște","2,000","","",""
"10206","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Meseșeni","2,000","","",""
"10207","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Mineu","2,000","","",""
"10208","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Răstoci","2,000","","",""
"10209","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Sf Nicolae Zalău","8,000","","",""
"10210","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Sf. Treime Zalău","2,000","","",""
"10211","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Sfântul Apostol Andrei Zalău","8,000","","",""
"10212","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Someș Guruslau Husia","10,000","","",""
"10213","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Ortodoxă Zimbor","2,000","","",""
"10214","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Reformată Dumbrava Zalău","2,000","","",""
"10215","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Reformată Jibou","2,000","","",""
"10216","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Reformată Mineu","2,000","","",""
"10217","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Reformată Mirsid","2,000","","",""
"10218","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Reformată Panic","2,000","","",""
"10219","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Reformată Ulciug","2,000","","",""
"10220","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia ortodoxă nr.1 Șimleu Silvaniei","2,000","","",""
"10221","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","Parohia Unită cu Roma Greco-Catolică Vâlcău de Sus","8,000","","",""
"10222","Nord-Vest","Sălaj","O.G. 82/2001","Consiliul Județean Sălaj","Local","Culte","2016","SCHITUL Adormirea Maicii Domnului MARCA","8,000","","",""
"10223","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","ASOCIAȚIA CULT BANFFY BOGHIȘ","16,844","","",""
"10224","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","ASOCIAȚIA DOWN SINDROM","22,500","","",""
"10225","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","ASOCIAȚIA PRO ARCHID","11,244","","",""
"10226","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Asociația Prader Willi din România","138,844","","",""
"10227","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Asociația filantropică Porolissum","28,101","","",""
"10228","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","BISERICA BAPTISTĂ NUSFALĂU","28,101","","",""
"10229","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","EPISCOPIA ROMÂNA UNITĂ CU ROMA GRECO - CATOLICĂ DE MARAMUREȘ","62,526","","",""
"10230","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","EPISCOPIA SĂLAJULUI","7,862,341","","",""
"10231","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","FUNDAȚIA ELPIS","9,612","","",""
"10232","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Mânăstirea SF. Treime Bic","53,727","","",""
"10233","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ BOBOTA","7,628","","",""
"10234","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ CIOCMANI","34,509","","",""
"10235","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ CIZER","34,509","","",""
"10236","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ IAZ","17,256","","",""
"10237","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ ORTELEC","6,026","","",""
"10238","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ ROMÂNASI","34,509","","",""
"10239","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ SF.VINERE ZALĂU","32,907","","",""
"10240","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA ORTODOXĂ STARCIU","28,101","","",""
"10241","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ ARCHID","34,509","","",""
"10242","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ IP","14,052","","",""
"10243","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ LESMIR","24,866","","",""
"10244","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ MESEȘENII DE JOS","31,274","","",""
"10245","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ NUSFALĂU","34,509","","",""
"10246","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ VALEA POMILOR","54,971","","",""
"10247","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","PAROHIA REFORMATĂ ZAUAN","51,777","","",""
"10248","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Parohia Ortodoxă Bobota","4,806","","",""
"10249","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Parohia ortodoxă nr.1 Șimleu Silvaniei","78,481","","",""
"10250","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Protopopiatul Ortodox Zalău","15,000","","",""
"10251","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Protopopiatul Reformat Zalău","741,161","","",""
"10252","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Societatea Handicapaților Zalau","45,116","","",""
"10253","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Cultul Penticostal București","20,860","","",""
"10254","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Eparhia Reformată din Ardeal","751,354","","",""
"10255","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Episc. Română unită cu Roma Greco-cat. Oradea","587,625","","",""
"10256","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Episcopia Română unită cu Roma Greco cat. de Cluj Gherla","250,370","","",""
"10257","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Episcopia Romano Catolică Oradea","139,470","","",""
"10258","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Protopopiatul Reformat Șimleu Silvaniei","981,906","","",""
"10259","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Social","2017","Convenția Bisericilor Baptiste Maghiare din România","63,540","","",""
"10260","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV CRASNA","5,000","","",""
"10261","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA CLUB SPORTIV SILVANIA SPORT","5,000","","",""
"10262","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA CULTURALĂ PRO COM SAMSUD","5,000","","",""
"10263","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA FIII SATULUI PECEIU","5,000","","",""
"10264","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA KARASZFANBAND","5,000","","",""
"10265","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA PETOFI SANDOR CRASNA","10,000","","",""
"10266","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","ASOCIAȚIA PRO ARCHID","5,000","","",""
"10267","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","CERCUL MISIONAR BAPTIST MAGHIAR","5,000","","",""
"10268","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","CLUB SPORTIV PROTENIS ȘIMLEU SILVANIEI","4,900","","",""
"10269","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","Fundația Culturală PRO - CAMAR","5,000","","",""
"10270","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA ORTODOXĂ MOIAD","5,000","","",""
"10271","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA REFORMATĂ ARCHID","4,100","","",""
"10272","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA REFORMATĂ CAMAR","5,000","","",""
"10273","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA REFORMATĂ CRASNA","5,000","","",""
"10274","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA REFORMATĂ DEJA","5,000","","",""
"10275","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA REFORMATĂ LOMPIRT","5,000","","",""
"10276","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","PAROHIA REFORMATĂ ZALĂU-BRADET","5,000","","",""
"10277","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","Parohia Reformată Dumbrava Zalău","5,000","","",""
"10278","Nord-Vest","Sălaj","Legea 350/2005","Consiliul Județean Sălaj","Local","Sport","2017","Protopopiatul Reformat Șimleu Silvaniei","5,000","","",""
"10279","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Naţională a Cadrelor Militare în Rezervă şi în Retragere","1,500","","",""
"10280","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Cenaclul de la Păltiniş","2,400","","",""
"10281","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Primăria Comunei Arpaşu de Jos","4,000","","",""
"10282","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia de Prietenie ""Ille et Vilaine - Sibiu""","5,000","","",""
"10283","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Casa de Cultură a Studenţilor Sibiu","2,000","","",""
"10284","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Casa de Cultură a Studenţilor Sibiu","3,000","","",""
"10285","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Uniunea de Creaţie Interpretativă a Muzicienilor din România","6,000","","",""
"10286","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţiunea Transilvană pentru Literatura Română şi Cultura Poporului Român","5,000","","",""
"10287","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Agenţia de publicitate SC Studio Imagic SRL","10,000","","",""
"10288","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Camera de Comerţ, Industrie şi Agricultură Sibiu","10,000","","",""
"10289","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Inspectoratul Şcolar al Judeţului Sibiu","25,000","","",""
"10290","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia culturală ""BIS""","8,000","","",""
"10291","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Maghiarilor din Sibiu - HID","4,000","","",""
"10292","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Universitatea ""Lucian Blaga"" din Sibiu","7,000","","",""
"10293","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Uniunea Scriitorilor din România – filiala Sibiu","7,500","","",""
"10294","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Scriptus","5,000","","",""
"10295","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Judeţeană de Turism Sibiu","18,000","","",""
"10296","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Primăria comunei Răşinari","4,000","","",""
"10297","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Forumul Democrat al Germanilor Sibiu","523","","",""
"10298","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia ""Filiala din Sibiu a Uniunii Artiştilor Plastici din România""","10,000","","",""
"10299","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Arhiepiscopia Ortodoxă Română Sibiu","6,500","","",""
"10300","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Fundaţia ""Sibiu Jazz Festival""","4,000","","",""
"10301","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Fundaţia ""Sibiu Jazz Festival""","4,000","","",""
"10302","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Primaria Gura Raului","10,000","","",""
"10303","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Teatrul Naţional ""Radu Stanca""","12,200","","",""
"10304","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Domy Music Star","5,000","","",""
"10305","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia de Bun Gust","5,000","","",""
"10306","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Primăria Sălişte","4,000","","",""
"10307","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Casa de Cultură ""Ilarion Cocisiu""","4,000","","",""
"10308","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Aociaţia Corul de Cameră Caedonia","6,000","","",""
"10309","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Primaria Valea Viilor","4,000","","",""
"10310","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Primăria comunei Răşinari","4,000","","",""
"10311","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Prietenii Mocăniţei","4,000","","",""
"10312","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia ""Prietenii Şcolii de Deficienţi de Auz""","4,000","","",""
"10313","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia culturală pictor Octavian Smigelski","3,000","","",""
"10314","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia ""Speranţă şi Zâmbet"" Cisnădie","3,000","","",""
"10315","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Sibiul de Odinioară","3,000","","",""
"10316","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Partida Romilor Pro Europa filiala Sibiu","3,000","","",""
"10317","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Partida Romilor Pro Europa filiala Sibiu","1,500","","",""
"10318","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Fundaţia Astra Film","10,500","","",""
"10319","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Fundaţia Astra Film","30,000","","",""
"10320","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2015","Asociaţia Artgothica","2,000","","",""
"10321","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Clubul Sportiv Școlar Sibiu","15,000","","",""
"10322","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Cluburi și asociații sportive de drept privat (constituite în baza Legii 69/2000)","256,000","","",""
"10323","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Fundații","4,000","","",""
"10324","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Instituții școlare","6,000","","",""
"10325","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Cluburi și asociații sportive de drept privat","79,000","","",""
"10326","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Fundații","4,000","","",""
"10327","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Sport","2015","Instituții școlare","17,000","","",""
"10328","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Teatrul Naţional ""Radu Stanca"" Sibiu","15,000","","",""
"10329","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia ""Cenaclul de la Păltiniş""","3,000","","",""
"10330","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Inspectoratul Şcolar al Judeţului Sibiu","5,000","","",""
"10331","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Inspectoratul Şcolar al Judeţului Sibiu","5,000","","",""
"10332","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Maghiarilor din Sibiu","3,000","","",""
"10333","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Fotoclubul Orizont Sibiu","5,000","","",""
"10334","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Casa de Cultură a Studenţilor Sibiu","3,000","","",""
"10335","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Casa de Cultură a Studenţilor Sibiu","3,000","","",""
"10336","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Inspectoratul Şcolar al Judeţului Sibiu","15,000","","",""
"10337","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia my Transylvania Sibiu","3,000","","",""
"10338","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia ""Speranţă şi Zâmbet"" Cisnădie","5,000","","",""
"10339","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Uniunea Scriitorilor din România – Filiala Sibiu","3,000","","",""
"10340","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia de Prietenie ""Ille et Vilaine - Sibiu""/APIVS","5,000","","",""
"10341","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Consiliul Local Valea Viilor","4,000","","",""
"10342","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia ""Prietenii Şcolii de Deficienţi de Auz "" – prof. dr. Beşta Oana Octavia","5,000","","",""
"10343","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Universitatea Lucian Blaga din Sibiu","5,000","","",""
"10344","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Domy Music Star","5,000","","",""
"10345","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Camera de Comerţ, Industrie şi Agricultură Sibiu","5,000","","",""
"10346","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Universitatea Lucian Blaga Sibiu","7,000","","",""
"10347","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Sibiul de Odinioară","4,000","","",""
"10348","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Sibiul Azi","5,000","","",""
"10349","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia culturală pictor Octavian Smigelschi - Sibiu","3,000","","",""
"10350","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Primăria comunei Gura Râului","5,000","","",""
"10351","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Fundaţia Culturală Terr Armonia, filiala Cluj","3,000","","",""
"10352","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Partida Romilor Pro Europa – Filiala Sibiu","3,000","","",""
"10353","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Fundaţia Dala","5,000","","",""
"10354","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Turismul Sibian","4,000","","",""
"10355","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Liga de Cooperare Cultural Ştiinţifică","5,000","","",""
"10356","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Primăria Sălişte","3,000","","",""
"10357","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Umanitară Ricardo Caria","3,000","","",""
"10358","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Universitatea Lucian Blaga Sibiu","5,000","","",""
"10359","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Universitatea Lucian Blaga Sibiu","4,000","","",""
"10360","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Prietenii Şcolii pentru Deficienţi de Auz","5,000","","",""
"10361","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Palatul Copiilor Sibiu – Prala Sonia Gabriela","3,000","","",""
"10362","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Fundaţia Astra Film","25,000","","",""
"10363","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Primăria comunei Răşinari","3,917","","",""
"10364","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Primăria comunei Răşinari","3,670","","",""
"10365","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Grupul de Acţiune Locală Ţara Oltului","1,925","","",""
"10366","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Culturală pentru Educaţie, Tradiţie şi Valori - Creativ","5,000","","",""
"10367","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia de Bun Gust","5,000","","",""
"10368","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Arhiepiscopia Ortodoxă Română Sibiu","10,000","","",""
"10369","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Fundaţia Social – Culturală a Romilor ""Ion Cioaba""","3,000","","",""
"10370","Centru","Sibiu","Legea 350/2005","Consiliul Județean Sibiu","Local","Cultură","2016","Asociaţia Corul de Cameră Caedonia","6,000","","",""
